WordList 1
deviate,背离，偏离
closet,私下的；隐蔽的;壁橱
deadly,致死的
plausible,似乎合理的，似乎可信的
vice,恶习，邪恶
blur,模糊不清的事物
nucleus,原子核
ambiguous,模棱两可的
WordList 4
英文,中文
crust,外皮，壳;地壳
interference,干涉，干预
regardless,不管;不注意的
terror,恐怖;可怕的人(事)
shelter,v.隐蔽;n.隐蔽处，躲避处
lest,唯恐，免得
confine,限制;局限于
textile,纺织品
grieve,使悲伤;使伤心
provision,供应;准备;条款;给养
contradict,反驳;同...矛盾
infectious,传染的，传染性的，有感染的
intelligible,可理解的，易领悟的;清楚的
propel,推进，推动;激励，驱使
appal(l),使惊骇;使恐怖
drain,排干，放干;流出;排水沟
portrait,肖像
visual,看的;视觉的
compound,混合物;混合的
underestimate,低估
vague,不明确的，含糊的，暧昧的
locomotive,运动的，移动的;n.机车，火车头
tremendous,巨大的
deprive,夺取，使丧失
rape,强奸
affirm,断言
seal,海豹;图章
simultaneous,同时的，同时存在的
speciman,标本，样本
constitute,组成，构成
headquarters,总部
plentiful,富裕的;丰富的
congress,国会;代表大会
arouse,唤醒;激起，引起
utter,说
chill,寒冷，冷气
tomb,坟，冢
WordList 5
英文,中文
straightforward,正直的，坦率的，简单的
advisable,可取的，明智的
dedicate,奉献，把...用在
stall,n.货摊;v.使停止
rectify,纠正，整顿
resign,辞去，辞职
oar,桨橹
merchant,商人
royalty,王家，王族
innumberable,无数的，数不清的
verge,n.边缘;v.接近
prosperous,繁荣的;兴旺的
veteran,老手;adj.经验丰富的
monarch,君王;帝王
novelty,新奇，新颖
junction,连接，接合
principle,原理，原则
thrive,兴旺，繁荣
splash,溅;引人注目的事物
synthesis,综合，合成
deteriorate,恶化，变坏
confer,商谈;授予
miracle,奇迹，令人惊奇的人(事)
consent,同意，赞成
mischief,n.损坏，伤害;恶作剧
colonial,殖民(地)的
albeit,尽管，虽然
dissolve,使溶解
semiconductor,半导体
arrange,整理，排列;安排
orderly,整齐的，有秩序的
tuition,学费
heave,举起
edible,可以吃的
supervise,管理，监督
likewise,同样地，照样地
plea,恳求;抗辩;借口
reclaim,要求归还，收回;开垦
thorough,彻底的，完全的;认真的
bearing,方向，方位;关系
cashier,收银员
sober,清醒的，冷静的;严肃的
obsolete,已废弃的，过时的
navy,海军
indulge,沉溺，纵容自己
moblis(z)e,动员，调动(资源）
WordList 6
英文,中文
scorn,轻蔑，蔑视
princess,公主，王妃
tragedy,悲剧;惨事
posture,姿势;看法
relate,叙述，讲述;使联系
institue,设立;开始;学会;研究所
augment,扩大，增加
obligation,义务，责任
reckless,轻率的，鲁莽的
detector,探测器
maneuver,移动
decline,下倾;拒绝;斜面
mock,嘲笑;仿制的;模拟考试
ounce,盎司
volcano,火山
flourish,繁荣，茂盛;兴旺
frost,霜
plateau,高原;稳定期，停滞期
abide,坚持，遵守
encounter,遭遇，遇到
patron,赞助人，保护人
scheme,计划;阴谋;配置，安排
thermal,热的，由热造成的
acquaint,使认识，使了解
lumber,木材，木料
majesty,雄伟，壮丽
aggressive,侵略的，有进取心的
compensate,补偿，赔偿
crew,工作人员
sake,缘故
obstruction,阻碍;障碍物
fragile,易碎的;脆弱的，易受伤害的
agony,苦恼，痛苦
negotiate,谈判，交涉，商议
propose,提议，建议
immigrant,移民的;移民
invade,侵入，侵略
nominate,提名，任命
phase,阶段，状态
subscribe,订阅;预定;赞成
discourse,演讲，谈话
junior,年幼的;低班生
overhaul,彻底检修;改革
aggregate,总计;总数的
deter,威慑，组织，使不敢
aftermath,(战争、事故)后果，创伤
WordList 7
英文,中文
strudy,强健的，结实的
fuss,忙乱，大惊小怪
elevator,电梯，升降机
buffet,自助餐
purchase,购买
permeate,扩散，弥漫，渗透，渗入
steep,陡峭的，险峻的
dam,水坝，水闸
narrative,叙述，记叙文;叙述的
altitude,高度，海拔
vulgar,庸俗的，粗俗的
cripple,跛子;使跛
liable,有责任的，有义务的
farewall,再会;告别
immune,免疫的;不受影响的
federal,小册子
snap,突然的;猛然断裂;快照;厉声说话
fancy,想象;昂贵的
recur,再发生;重现
slender,修长的，苗条的
linger,逗留，闲荡
scale,刻度，标度
suspend,悬挂;推迟;暂停
exert,尽力;施加(压力等)
supreme,极度的;最重要的;至高的
conservative,保守的，守旧的
liberal,自由的，思想开明的;丰富的
wink,眨眼
trumpet,吹嘘
sensible,明智的
intervene,干预，调停;插入
literacy,识字，有文化
swear,诅咒，骂人;宣誓
sensitive,敏感的，灵敏的
domestic,家庭的;本国的
brand,商标，牌子;使铭记
speculate,预测，推断
persecute,迫害
WordList 8
英文,中文
undergo,遭受;经历
thunder,雷声;打雷;吼叫
atmosphere,环境;气氛
tiresome,使人厌倦的;讨厌的
extinguish,熄灭;扑灭
canal,运河;渠
intact,完整无缺的.未经触动的
revenge,报复，报仇
lean,倾斜;屈身;瘦的
conjunction,连接，结合;(事件)同时发生
clutch,抓住
temperament,性情;气质
mate,配偶;伙伴;同事
curl,卷曲;呈螺旋状移动，使旋转
pastime,消遣，娱乐
protoype,原型，蓝本
pact,协定，条约，公约
wander,漫步，徘徊;迷路
compartment,分隔的空间
comic,可笑的，喜剧演员
dash,猛冲
symmetry,对称性;匀称;整齐
bail,保释
instability,不稳定
quote,引用
distill,蒸馏
harsh,严厉的;严酷的
ambitious,有雄心的
betray,背叛
revise,修订，校订
norm,规范;准则
compulsory,强制的
casualty,伤亡人员;受害人
blunder,(愚蠢或粗心的)错误
incentive,刺激;鼓励;动机
mould,模子
drift,漂，漂流
spacious,宽广的，宽敞的
grind,磨碎，碾碎
vessel,船，舰
representative,代表
detain,扣留;耽搁
literary,文学上的
WordList 9
英文,中文
hormone,激素，荷尔蒙
petroleum,石油
disclose,揭示;泄露
revolt,反抗，起义
amid,在..中间，被..围绕
perfume,香味
expedition,远征队，探险队
sparkle,发火光，闪耀
celebrity,名望，名声
yawn,打呵欠
overhead,在头顶上
sketch,梗概;素描
drag,拖曳;阻力
parade,游行
timber,木材，木料
blaze,火焰;火光
disable,使残废
intimate,亲密的;幽静舒适的
vulnerable,易受攻击的
collective,集体的，共同的
illusion,错觉，幻觉
sore,疼痛的;痛心的
portfolio,公文包
dose,剂量;一服
deposit,使沉淀;存放，储蓄
displacement,移置，转移
obscure,使暗;模糊的;晦涩的
shatter,碎片，粉碎
clarity,清晰，明晰
dispose,处理，处置
hemisphere,半球
profound,深刻的
deem,认为，相信
twist,歪曲，曲解;转折处
constitution,宪法;构成
quailitative,性质上的，定性的
absorb,吸引，使专心;承受
radiant,容光焕发的
necklace,项链
moist,潮湿的，湿润的
climax,顶点，高潮
deplete,大量减少
cumulative,累积的，渐增的
erode,腐蚀，侵蚀
artefact,人工制品
WordList 10
英文,中文
glamour,
ashamed,
stern,
slam,
flap,
levy,
privilege,
deficit,
coarse,
obstacle,
digest,
pedal,
means,
pilgrim,
esteem,
humid,
ally,
theory,
detach,
inherit,
justify,
insult,
orientation,
vein,
jury,
offspring,
explode,
friction,
loosen,
surplus,
bolster,
rhetoric,
stagnate,
imminent,
jurisdiction,
WordList 11
英文,中文
doze,瞌睡;假寐
moisture,潮湿;湿气;湿度
siren,警报声
contaminate,弄脏，污染
emit,发射，散发
clasp,握手;拥抱
bias,偏袒，偏见
emphasise,强调，着重
inward,向内;内心的
folk,人们;民间的
tribute,贡品，礼物;称赞
exquisite,优美的;强烈的;敏锐的
senator,参议员
pant,喘气
wit,才智
contract,契约，合同
dim,暗淡的
residence,住处，住宅
inspect,检查，调查
rim,边，边缘
accord,一致，符合
transparent,透明的;显然的;明显的
meditation,沉思，冥想，默念
statement,声明，陈述
substitute,代替品;代替
irony,讽刺;出人意料的事情
indication,指出，指示;迹象
dazzle,使惊奇;使目眩
curriculum,课程
expertise,专门知识，专长
mild,温暖的;温和的
intution,褪色
fraud,诈骗，欺骗;骗子
illustration,说明，例证;插图
advent,到来，来临，出现
shuttle,航天飞机;梭子
intermittent,间歇的，断断续续的
tunnel,隧道;山洞
wealthy,富裕的，丰富的
reproduce,生殖，繁殖;复制
cosmic,宇宙
demographic,(特定年龄段的)人群
WordList 12
英文,中文
mob,暴民，乌合之众;袭击
stereotype,陈规;成固定印象
vocation,职业，行业
petition,请愿书;诉状
accordingly,因此，从而;相应地
herd,兽群，放牧
impose,征(税)，把...强加给
discourage,使失去勇气;阻碍
penatly,惩罚
fatigued,疲乏的
crack,破裂，砸开;裂纹
agent,代理人，代理商
deceit,欺骗，谎言
irrigate,灌溉，冲洗
grease,油脂
pistol,手枪
jungle,丛林
devil,魔鬼;恶棍
escort,护卫，护送
vital,重大的;生命的
inference,推理，推断;结论
swamp,(大量事情)压倒某人;淹没
feat,功绩，壮举
robust,强烈的，坚定的;强壮的
stake,利害关系，风险;主张权利
vanish,消失，消散
surrender,投降，放弃
jolly,高兴的
strip,条纹
accomplish,完成，实现
workout,锻炼，训练
verbal,用言辞的;用文字的;口头的
mobile,可动的，活动的
imperative,必要的，紧急的
canteen,食堂，小卖部
wrench,猛拉;摆脱;使扭伤;扳手
vaccine,疫苗
WordList 13
英文,中文
massacre,大屠杀，残杀
conclude,断定，下结论
intricate,错综复杂的，复杂精细的
futile,无效的，无用的
typical,典型的
regulation,规章，规章
condense,(使)压缩，(使)凝结
clumsy,笨拙的，愚笨的
fascinate,迷住，强烈吸引
capture,引起注意;捕获
poperty,财产，资产;性质
lofty,高耸的;崇高的
domain,领域，范围
ruthless,冷酷的，无情的
harness,治理，利用
orient,定...的方向
habitat,栖息地
opponent,对手
retrospect,回想
tone,音调，音色
smuggle,走私，偷运
shrewd,机灵的，敏锐的
swell,(使)膨胀，增大
soar,猛增，剧增
torment,痛苦，折磨
promising,有希望的，有前途的
cognitive,认知的
detective,侦探
reception,接收;接受
exempt,使...免除
grief,悲伤
decent,体面的，像样的
provoke,挑衅，激怒
tissue,(动、植物的)组织
vision,视觉
originate,起源，产生
slack,懈怠的，懒散的
chaos,混乱
lucrative,赚大钱的
elict,引出，探出
culminate,(在某一点)结束
WordList 14
英文,中文
genuine,真实的;真诚的
weep,为(..)哭泣
fascinated,兴奋的
timid,胆怯的;怯懦的
spark,火花;导致
prime,首要的
envisage,展望，想象
authentic,真实的，真正的
ventilate,使通风，换气
automation,(使)自动化
overturn,推翻;撤销(判决)
durable,持久的，耐久的
pulse,脉搏;意向
designate,指定，指明
plaintiff,原告
hover,彷徨，犹豫;徘徊
vivid,生动的
overthrow,推翻;颠覆
offensive,冒犯的，攻击的
amend,修改，修正
pirate,海盗
insure,给..上保险，保证
diminish,缩小，减少
tempt,诱惑;吸引
throat,咽喉，嗓子
prevail,占优势;流行
enlighten,启发，启蒙;教导
nuisance,讨厌的(人);妨碍行为
consistent,前后一致的
contrive,设法做到;谋划，策划
judicial,审判的;法庭的;公正的
convene,召集;聚集
warranty,(商品)保用单
contingent,依情况而定的
WordList 15
英文,中文
erosion,腐蚀，磨损;削弱
versus,与..相比
perplex,使困惑;使复杂化
suite,套间;套
inferior,下等的，次的;下级的
coordinate,同等的;坐标的
realm,王国
undermine,暗中破坏;逐渐削弱
priest,教士，神父
route,路线
concession,让步
glove,手套
embarrass,使窘迫，使为难
approve,赞成，同意;批准
cathedral,大教堂
analogy,比拟，类比
elborate,详细制定;精心制作的
deaf,聋的;不愿听的
scrape,刮擦;勉强通过
quest,搜寻;探求
convey,表达，传达;运送
metropolitan,大都市的
nightmare,噩梦
favo(u)rable,赞许的，有利的;顺利的
loose,松的，肥大的
ornament,装饰
senate,参议院
taboo,禁忌;忌讳
empathy,同感，共鸣
plagiarism,剽窃，抄袭
stance,观点，态度
temporal,世间的，世俗的;时间的
WordList 16
英文,中文
weary,疲倦的;令人厌烦的
genre,体裁，类型
spectacular,壮观的;引入注目的
degenerate,衰退.堕落
imitation,模仿
persevere,坚持
affection,爱;感情
probable,很可能的;有希望的
compromise,妥协的，折衷的
underlying,含蓄的;潜在的
sibling,兄，弟，姐，妹
auction,拍卖
pretext,借口，托词
eligible,有资格当选的;合格的
characteristic,特有的;特性
literally,真正地;照字面意思
frontier,国境
dusk,黄昏;薄暮
cordial,诚恳的;亲切的
stale,变质的;陈腐的
discrete,分离的，互不相连的
portable,轻便的
certificate,证书;执照
spontaneous,自发的，自然产生的
rage,愤怒;精神错乱
troop,部队，军队
trim,整齐的，整洁的
rebel,反抗，反叛，起义
slum,贫民窟
defy,(公然)违抗;蔑视
conference,会议，讨论会
WordList 17
英文,中文
proclaim,宣告，声明
setting,环境;背景
decorate,装饰;授勋
earnest,热心的，诚挚的
meditate,沉思;内心谋划
stimulate,刺激，使兴奋
competent,有能力的，胜任的
stain,玷污，败坏
suspicious,怀疑的
estimate,估计，估算;看法
corrode,受腐蚀，侵蚀
nominal,名义上的;微不足道的
hypothesis,假说
entity,实体;事物的存在
shrink,收缩;退缩
proceed,进行，继续下去
disposal,处理，处置;布置
episode,片段;(连续剧)一集
clarify,澄清，阐明
mortal,致命的;终有一死的
extinct,灭绝的
preferable,更可取的，较合适的
WordList 18
英文,中文
denounce,公开指责，抨击
surveillance,(对犯罪嫌疑人或可能发生犯罪的地方)监视
resort,求助;诉诸;凭借
dominant,支配的，统治的
colony,殖民地
vigorous,有力的;朝气蓬勃的
despise,轻视，蔑视
democratic,民主的;大众的
slap,拍，掌掴
smash,打碎，粉碎
marital,婚姻的;夫妻的
verse,诗节，诗句
insulate,隔离，孤立
gravity,重力，引力
glow,发热，发红
stationary,静止的;固定的
equation,(涉及平衡的)影响因素;等式
prompt,敏捷的;迅速的;促进
oath,誓言，誓约;咒骂
repression,压制，压抑，镇压
conform,遵守，依照，顺应;符合
bargain,廉价货;交易;契约，合同;议价;成交
probe,探针;探测器
versatile,通用的，万用的;多才多艺的，多方面的
mist,薄雾，霭
consecutive,连续不断的，连贯的
leisure,空闲，闲暇;悠闲，安逸
superb,极好的，高质量的
contend,竞争，斗争;坚决主张，声称
stretch,伸，延;一段时间;一段距离
obedient,服从的，顺从的
hound,猎犬;追逼;烦扰;纠缠
voluntary,自愿的，志愿的
WordList 19
英文,中文
consultant,顾问;会诊医师
trigger,扳机;引发，导致
respective,各自的，各个的
transient,短暂的
pessimistic,悲观主义的
throne,王位，王权
retrieve,收回，取回
rescue,营救
screw,螺旋，螺丝钉
distinction,差别，区分
parcel,包裹，邮包
rot,(使)腐烂，(使)腐败
counterpart,对应的人(或物)
dissipate,(使)驱散;浪费;挥霍
orbit,轨道;(使)绕轨道运行
composite,混合物，合成物
compose,组成，构成;创作
odo(u)r,气味;名声
boost,鼓励，促进;增强
sly,狡猾的，偷偷摸摸的
lump,团，块;把...归并在一起
desperate,不顾一切的;渴望的
dwelling,住所，寓所
induce,引诱，劝使;引起，导致
swarm,云集，充满
astonish,使惊讶，使吃惊
dignity,尊严，高贵
endeavour,努力，尽力
essence,本质，实质
anniversary,周年(纪念日)
WordList 20
英文,中文
compatible,能和睦相处的;兼容的
ward,病房;行政区;保护
vowel,元音
cement,水泥;粘合;巩固，加强
suppress,镇压，压制;抑制
assimilate,(使某物)消化而吸收;(使)被同化
cohesive,凝聚的;黏着的
comply,照做，遵照，应允
airline,航线，航空公司
plastic,塑料;塑料制品
budget,预算
bowel,肠，内部;深处
haul,拖，拉
genetic,基因的;遗传(学)的
assess,估价，评估
magnitude,大小，数量;巨大;重要性
abound,富于，大量，充满
retreat,撤退，退却
innocent,清白的;单纯的;无知的;无辜者
stereo,立体声
thrust,刺，戳，插入
automobile,汽车
unify,(使)联合，统一
dip,浸，蘸;浏览，查看
bruise,使..受挫;打青;伤痕
forecast,预测，预报
humiliate,使蒙羞，使丢脸
appliance,用具，器具
clause,条款
conspicuous,显眼的，明显的
strife,冲突，斗争
detect,察觉，发觉;侦测，探测
reconcile,调解，使和好;使调和
militant,好战的，好斗的
diplomatic,外交的，从事外交的
paradise,天堂;乐园
WordList 21
英文,中文
up-to-date,最新的，新式的
alleviate,减轻，缓解;缓和
identify,确认;识别;鉴定
stuff,原料，材料;东西
empirical,凭经验(或观察)的，经验主义的
proportion,比例，部分
sovereign,君主，元首;独立自主的
tame,驯服的，温顺的;驯服
preach,竭力鼓吹，宣传;说教
tangible,有形的，实际的，存在的
illuminate,照亮
wholesome,有益健康的;卫生的
comprehensive,理解(力)，领悟
grant,同意，准予;给予;拨款
evolve,(使)发展，(使)进化
incidentally,附带地;顺便提及
immense,广大的，巨大的
tablet,平板电脑
patriotic,爱国的
dubious,半信半疑的
presumably,推测起来，大概
gigantic,巨大的，庞大的
integral,整体的
slip,滑倒;纸片
succession,连续，系列
radiate,散布，传播
clue,线索，暗示
documentary,文献的
charter,契约;宪章
sheer,十足的，全然的;陡峭的
multitude,众多，大量
fertile,肥沃的，富饶的
WordList 22
英文,中文
recipe,食谱;诀窍，方法
entrepreneur,企业家;承包人
immerse,使沉浸在，使陷入
queer,奇怪的，异常的;不舒服的
owing,欠的，未付的
divorce,离婚;分离
discrepancy,不同，矛盾
reinforce,增援，加强
dismiss,开除;解散;不予考虑
counsel,劝告;法律顾问
alienate,使疏远;使不友好
raid,袭击，侵袭
agency,代理处;机构
slump,萧条期，衰退;骤降
reckon,认为，估计
disrupt,使破裂;使瓦解
hierarchy,等级制度;统治集团
thrift,节俭，节约
legislation,法律，法规;立法
frustrate,使灰心;挫败
systematic,系统的，有组织的
deduce,演绎，推断
spur,刺激，激励
consequence,结果，后果
generous,慷慨的;宽宏大量的
subordinate,部属，下级
bizarre,奇异的，怪诞的
vain,自负的，虚荣的;徒劳
disease,疾病，弊病
inaugurate,开始;为..举行就职仪式
WordList 23
英文,中文
grateful,感激的，感谢的
inclusive,包括的，包含的，范围广的
underlie,构成...的基础
fundamental,基础的，基本的
prone,平卧的，俯卧的
absurd,荒唐的
unfold,展开，打开;展露，展现
evaporate,(使)蒸发
scatter,散开，驱散;散步，散播
scout,侦察员;搜索
eloquent,雄辩的，有说服力的;动人的
blueprint,蓝图，方案
scramble,攀登，爬;争夺，抢夺
transmission,播送;发射;传送
crime,犯罪
murmur,小声说
excel,擅长;优于，超过
radioactive,放射性的，放射引起的
horrible,极讨厌的，使人不愉快的
torture,拷打;折磨
campaign,战役，活动;竞选活动
nonetheless,尽管如此，依然
ingenious,有独创性的;心灵手巧的
standpoint,立场，观点
passion,热情;酷爱
flatter,奉承;使高兴
loyal,忠诚的，忠贞的
consult,商议;请教;查阅
conscience,良心，良知
paradox,似是而非的话，反论
investigate,调查，调查研究
magnify,放大，扩大
WordList 24
英文,中文
sue,控告，起诉
status,地位，身份;情形，状况
premise,前提，假设
bully,恐吓，欺负
profile,轮廓，外形;形象，印象
uphold,支持，维护;维持，确认
horror,恐怖，战栗
divend,红利，股息
stem,出自，源自于;组织，遏制
reform,改革;改造，改良
summit,最高点，峰顶
precision,精确，准确;精准度
dicersion,转移，转向
progressive,进步的，先进的;前进的
gaze,凝视，注视
jet,喷气发动机
commend,表扬，称赞
notion,概念，意念;看法，想法
intercouse,交际，往来
mass,大量，众多
summon,召唤
tangle,缠结;复杂的问题
instant,立即的，直接的
forge,伪造;锻造
marvelous,令人惊奇的;妙极的
accommodation,住宿，留宿
premier,首相，总理
controversial,引起争论的，有争议的
cling,粘住;坚持;抓紧
WordList 25
英文,中文
gradual,逐渐的，逐步的
deceive,欺骗，蒙蔽
vibrate,震动，摇摆
verify,证实，证明
idiot,白痴，傻子
recollect,回忆，追想
ascertain,查明，弄清，确定
commute,通勤;在两地间往返
discard,丢弃，抛弃
cease,停止，终止
safeguard,保护，维护;安全措施
dwarf,显得矮小;相形见绌
undesirable,不受欢迎的，令人不快的
formation,形成，构成;编队
corporation,公司，企业
tribe,部落，宗族
inspiration,灵感;鼓舞，激励
caution,警告
assault,袭击，攻击
sophisticated,复杂的;老于世故的
toll,严重的不良影响
uneasy,不稳定的，紧张的
alien,不相容的;外星人
consensus,(意见)一致;一致同意
wage,工资，报酬
insight,洞察力，见识
superiority,优越性，优势
advocate,提倡(者)，鼓吹(者)
contempt,轻蔑，蔑视
strain,过度疲劳，紧张;用力拉
conception,概念，观念;设想，构想
WordList 26
英文,中文
association,协会;联合;联系，交往
periodical,期刊，杂志;周期的
testify,证实，证明
proposal,建议，提议
malignant,恶毒的
recall,回忆，回想
spectator,观众;旁观者
damn,谴责;该死的
investment,投资，投资额
fellowship,伙伴关系;友谊，团体
interim,间歇;暂时的
brevity,简洁，简练;短暂
conceal,隐藏，隐瞒
outrage,愤慨;暴行
justice,审判，司法;法官
estate,地产，房地产
innovation,创新，革新，改革
hypocrisy,伪善，虚伪
ultimate,根本的，基本的;最后的
captive,被俘虏的，被监禁的
WordList 27
英文,中文
tide,潮流，趋势
ambulance,救护车
tolerant,宽容的，容忍的
proceeding,行动;进行
prospective,预期的，可能的
scope,范围;机会;余地
lure,诱惑;诱惑物，诱饵
hinder,阻止，妨碍
bait,装饵于
remedy,药品;治疗措施
deputy,代理人，代表
execssive,过多的，过量的
salary,薪水
engage,(使)从事于，(使)参加
elevate,抬起，升高
stumble,跌，绊
proposition,主张，建议
bay,海湾
audit,审计，核对;旁听
affiliate,(使)附属于;附属机构
chamber,房间，室
inhibit,阻止，妨碍
desirable,称心的，值得要的
WordList 28
英文,中文
medieval,中世纪的，中古的
fabricate,捏造，编造;建造
doctrine,教条，主义，学说
imaginary,想象的，虚构的
miserable,痛苦的，悲惨的
gloomy,令人沮丧的，抑郁的
spot,地点，场所
generalise,归纳，概括;推广，普及
merchandise,商品，货物
adequate,足够的，充分的，恰当的
frank,坦白的，直率的
refuge,避难处，藏身处
streamline,流线型的，使简单化
threshold,门槛，入门;开端
divert,使转向，转移
somewhat,稍微，有点
prosper,繁荣，使成功
complementary,补充的，辅助的
prevalent,流行的，普遍的
ancestor,祖宗，祖先
salient,显著的，突出的
consolidate,巩固，加强
thumb,拇指;翻动书页
recede,退去
WordList 29
英文,中文
manifest,表明，证明;明白的
proficiency,熟练，精通
inherent,固有的，内在的，天生的
dwell,住，居留
hoist,举起，升起
outset,开始，开端
reassure,使..安心;安慰
compliment,称赞，恭维
collide,碰撞
rebellion,叛乱，反抗
fare,车费，船费
compile,搜集;汇编
adhere,粘附;坚持
commerce,商业，贸易
hazard,危险;冒险;危害
mediate,调解，调停，斡旋
omit,省略，删去;遗漏，忽略
impart,给予，赋予;传授，告知
behalf,利益
deduct,演绎;扣除
autonomy,自治;自治权
emergency,紧急状况，突发时刻
genius,天才，创造力
WordList 30
英文,中文
chancellor,大臣;总理;首席法官
crisis,危机，紧要关头
wedge,楔，楔形
biased,有偏见的
strip,窄条;剥去
arrogant,傲慢的，自大的
instinct,本能，天性;直觉
glitter,光辉，灿烂
considerate,考虑周到的，体谅的
primitive,原始的;简单的
aesthetic,艺术的;审美的
solitary,独自的;孤独的
preface,序言，引言
severe,严峻的，艰难的
scrutiny,仔细观察
crown,君权;君王
indignant,愤慨的，愤愤不平的
emphasis,强调;重点
revenue,收入
blunt,率直的，钝的
eneterprise,事业;事业单位
district,地区，地域
guilt,罪过，内疚
steward,乘务员，管家
aggravate,使恶化，加重，加剧
WordList 31
英文,中文
hestitate,犹豫，踌躇
plague,祸患，灾害
dread,恐惧，担心
stubborn,顽强的，倔强的
handicap,障碍，不利条件
renovate,更新，修复
ponder,思索，考虑，沉思
amateur,业余的
perish,毁灭，消亡
spill,溢出，溅出
chase,追逐，追求
appoint,任命，委任;约定
incur,招致，引起;遭受
menace,威胁;危险的人
margin,边缘;差额，差距
concise,简明的，简洁的
monetary,金融的，货币的
utmost,极度的，极端的
assign,分配，委派
tractor,拖拉机，牵引车
currency,货币
WordList 32
英文,中文
rod,杆，棒
minority,少数，少数派
retail,零售
humble,低下的，卑贱的;粗鄙的
cherish,珍爱，怀有
superior,卓越的;较..多的;上级
lability,责任，义务
savage,野蛮的，未开化的
grave,坟墓;严肃的
tedious,乏味的，单调的;使人厌烦的
civil,公民的;有礼貌的
infrastructure,基础设施;基础结构
expenditure,花费;支出;消耗
diagnose,诊断
temporary,暂时的，临时的
trial,试验，考验
disperse,分散，驱散，解散
epidemic,流行病
precise,精确的，准确的
soak,吸收
addict,有瘾的人;使上瘾
spectacle,景象，奇观
debate,争论，辩论
resilient,有适应力的;能复原的
dialect,方言
entail,牵涉;使成为必要
redundant,剩余的
presume,假定，假设;认为
attendant,伴随的
prestige,威信，威望
transaction,交易;事务
courtesy,谦恭有礼
spiritual,精神的;心灵的
WordList 33
英文,中文
relevant,有关的;适当的;中肯的
homogeneous,同种类的，同性质的
infant,婴儿
warrant,保证;委任状
brick,砖
derive,取得;引申;起源
elegant,极好的;优雅的
exaggerate,夸大，夸张
orthodox,传统的;正统的
incorporate,合并，纳入;结合
beast,兽，牲畜
attorney,律师
anguish,极度痛苦
fatigue,疲劳
segment,部分;划分
metaphor,隐喻，暗喻
verdict,裁定;判断;定论
groan,呻吟
plead,恳求，请求;为..辩护
instrinsic,内在的，本质的，固有的
facilitate,使变得容易，使便利
readily,容易地;乐意地;欣然地
sacred,神圣的;宗教的;庄严的
